brand,model,year,miles,used_car_price,past_owners,accident_reported,exterior,interior,msrp_car_price
toyota,prius v,2013,98042,11600,1,1,Silver,Gray,28841.25
ford,explorer,2021,19369,32998,1,0,Gray,Black,38451.304
maserati,granturismo,2010,26107,28965,3,1,Black,Black,145993.0
toyota,rav4,2018,54264,19555,1,1,White,Black,28789.167
ford,fiesta,2016,68742,7500,3,0,Black,Black,17126.429
chevrolet,malibu,2022,35410,19998,1,0,Gray,Gray,25704.737
bmw,x1,2021,14422,26496,2,0,Gray,Black,34383.333
chevrolet,silverado 1500,2016,103207,21995,2,0,White,Black,38876.218
cadillac,escalade,2022,16010,99995,1,0,White,Black,81037.333
mercedes-benz,glc,2021,22734,31990,1,1,Black,Black,40050.0
chevrolet,silverado 1500,2020,34545,37888,1,0,Black,Black,38876.218
ford,escape,2017,76901,13499,2,1,Black,Black,27458.667
audi,a5,2023,1751,46286,1,0,White,Black,44300.0
chevrolet,malibu,2022,30824,19999,1,0,Gray,Black,25704.737
acura,mdx,2017,20095,31998,1,0,White,Black,50332.059
chevrolet,trax,2020,21421,19998,2,1,White,Black,23123.636
dodge,challenger,2019,54568,21998,1,0,White,Black,39230.455
chevrolet,malibu,2022,36231,19998,1,0,Silver,Black,25704.737
volkswagen,jetta,2014,90795,14998,2,1,Black,Black,23953.525
subaru,outback,2021,18667,27998,1,0,Black,Gray,29622.25
chevrolet,equinox,2013,50621,15998,3,0,Gray,Gray,27577.391
nissan,versa,2021,61250,15891,1,0,Gray,Gray,14660.625
audi,q7,2019,25687,33998,1,1,Black,Black,57373.333
toyota,highlander,2021,24754,32797,1,0,Gray,Black,37219.773
subaru,crosstrek,2024,5020,30998,1,0,Black,Black,24175.0
bmw,5 series,2019,41249,25999,1,0,Black,Black,58306.25
mercedes-benz,c-class,2021,29334,30592,1,0,Black,Black,49298.378
acura,mdx,2020,39968,26789,1,0,White,Beige,50332.059
nissan,altima,2022,30074,17799,1,0,Gray,Black,26956.25
ford,escape,2021,34484,16540,2,0,White,Gray,27458.667
toyota,camry,2022,35848,23993,1,0,Red,Gray,26952.895
mercedes-benz,cla,2021,22778,26999,1,0,Black,Black,38427.778
bmw,3 series,2021,28852,28999,1,0,White,Black,40897.059
chevrolet,malibu,2021,62149,18554,1,0,Red,Black,25704.737
toyota,rav4,2021,38305,25381,1,0,Black,Gray,28789.167
hyundai,genesis,2016,58912,18998,1,0,Silver,Gray,43306.25
audi,a4,2018,60428,19399,2,0,Silver,Black,39752.0
nissan,altima,2020,58459,19998,4,1,Gray,Black,26956.25
mercedes-benz,glc,2021,9573,34421,1,0,Gray,Gray,40050.0
volkswagen,tiguan,2020,23484,19777,1,0,Gray,Black,31650.962
chevrolet,equinox,2016,41207,18998,2,1,Black,Black,27577.391
audi,a3,2023,1350,33995,1,0,Black,Black,38652.128
audi,a3,2023,2717,33500,1,0,Black,Black,38652.128
volkswagen,jetta,2019,43481,17998,2,0,White,Black,23953.525
subaru,forester,2021,46578,21388,1,0,Blue,Gray,27336.667
kia,optima,2018,137615,8499,2,1,Black,Black,27312.353
subaru,outback,2020,24615,29239,1,0,Gray,Brown,29622.25
honda,pilot,2020,47973,27500,1,0,Silver,Black,36904.167
mercedes-benz,gle,2021,36225,42997,1,0,Gray,Black,73775.455
toyota,tundra,2017,78171,32998,2,1,Black,Gray,37844.25
nissan,murano,2018,94426,13987,4,0,Silver,Gray,36381.429
mazda,3,2020,26137,23333,1,0,Red,Black,22195.0
toyota,corolla,2020,23460,20495,1,0,White,Gray,20221.176
honda,civic,2018,84732,16500,3,0,Black,Black,22517.941
mercedes-benz,e-class,2021,28450,37968,1,0,Black,Black,61857.143
chevrolet,tahoe,2021,63335,41500,1,0,Black,Black,54972.222
hyundai,tucson,2019,50496,18998,2,0,Blue,Black,25970.833
toyota,corolla,2021,43589,19693,1,0,Black,Gray,20221.176
hyundai,santa fe,2020,27814,20987,1,0,Silver,Black,35030.556
toyota,corolla,2021,64916,18694,1,0,Black,Black,20221.176
kia,forte,2019,53113,15695,1,0,Gray,Black,19895.0
acura,mdx,2020,18666,29896,1,0,White,Black,50332.059
chevrolet,malibu,2020,80174,14995,2,1,Silver,Black,25704.737
chevrolet,tahoe,2016,96825,26987,2,0,Black,Black,54972.222
audi,a5,2023,3037,39232,1,0,Black,Black,44300.0
bmw,x3,2021,29388,29999,1,0,White,Black,42237.5
honda,civic,2020,16589,20565,1,0,Silver,Black,22517.941
mercedes-benz,gle,2021,29428,39998,1,1,White,Black,73775.455
honda,pilot,2023,5562,50222,1,0,Black,Black,36904.167
audi,a4,2023,564,35500,1,0,Black,Black,39752.0
ford,fusion,2012,98474,7995,1,0,Blue,Gray,28807.941
mercedes-benz,glc,2021,7234,31933,1,0,White,Beige,40050.0
gmc,yukon,2011,157099,9999,3,0,Black,Black,58270.556
toyota,corolla,2020,28547,20614,1,0,White,Black,20221.176
nissan,sentra,2023,766,20897,1,0,Black,Black,19146.842
audi,q5,2013,115118,11995,3,1,Gray,Black,48255.0
mazda,6,2016,57157,15995,1,0,Blue,Black,24761.333
toyota,rav4,2021,19768,35999,1,0,Black,Gray,28789.167
bmw,3 series,2016,50360,17450,3,0,Black,Red,40897.059
volkswagen,jetta,2020,53724,16790,1,1,White,Black,23953.525
honda,civic,2019,31114,21998,2,0,Black,Black,22517.941
mazda,cx-5,2021,12662,26691,1,0,Red,Black,25403.966
ford,explorer,2016,54407,23896,2,1,Gray,Gray,38451.304
subaru,forester,2014,103854,12495,2,1,White,Gray,27336.667
nissan,sentra,2019,50110,16998,2,0,White,Black,19146.842
audi,q5,2018,43865,19992,2,1,Blue,Black,48255.0
bmw,4 series,2016,79607,15777,0,0,Black,Black,48984.483
chevrolet,cruze,2018,70218,13200,1,1,Black,Black,20469.4
mazda,cx-9,2015,81726,16998,2,0,Gray,Black,34961.842
bmw,x3,2020,66846,20996,1,0,Black,Black,42237.5
ford,fusion,2014,133890,7495,3,0,Silver,Black,28807.941
chevrolet,traverse,2019,31111,27999,1,0,Gray,Black,36282.692
mercedes-benz,slc,2017,57090,22500,3,1,Black,Red,54125.0
toyota,rav4,2021,25326,27998,1,1,White,Black,28789.167
kia,sportage,2021,20863,18441,1,0,Gray,Gray,26725.556
dodge,charger,2022,20507,24988,1,0,Black,Black,38835.714
honda,accord,2021,35759,24899,1,0,White,Beige,27886.067
toyota,camry,2019,64053,21998,2,1,White,Black,26952.895
infiniti,q50,2014,31757,22998,2,0,Gray,Gray,43130.556
ford,escape,2014,84574,13795,2,1,Black,Black,27458.667
chevrolet,silverado 1500,2017,64185,30300,1,1,White,Black,38876.218
toyota,camry,2021,25826,20995,1,0,Blue,Black,26952.895
nissan,rogue,2020,87596,12777,3,0,Gray,Black,26121.0
bmw,x3,2021,24094,29456,1,0,Gray,Black,42237.5
audi,q7,2023,2403,54664,1,0,Black,Black,57373.333
gmc,yukon,2021,41662,60782,1,0,Gray,Brown,58270.556
toyota,rav4,2021,18448,35998,2,0,Black,Black,28789.167
mazda,3,2016,37810,18998,2,0,Blue,Black,22195.0
hyundai,santa fe,2021,39099,23998,1,1,Blue,Black,35030.556
toyota,tundra,2014,57738,33998,3,1,Black,Brown,37844.25
bmw,x1,2018,55265,21998,2,1,White,Black,34383.333
audi,q5,2021,40208,36998,1,0,Black,Black,48255.0
ford,f-150,2020,64447,31998,2,1,Black,Gray,40747.048
hyundai,elantra,2017,104050,12998,2,1,Gray,Gray,20437.5
honda,accord,2021,49141,26035,1,0,White,Beige,27886.067
chevrolet,silverado 1500,2019,76920,31998,2,1,Black,Black,38876.218
ford,fusion,2020,12733,20995,1,0,White,Black,28807.941
mercedes-benz,gle,2021,27163,41433,1,0,Black,Black,73775.455
mercedes-benz,gle,2022,26766,50723,1,0,Black,Black,73775.455
honda,civic,2021,41190,21999,1,0,Gray,Black,22517.941
kia,forte,2021,9443,17995,1,0,Red,Black,19895.0
toyota,sienna,2017,92197,22998,3,0,Black,Gray,37672.843
ford,explorer,2016,91885,15995,3,0,Black,Black,38451.304
mercedes-benz,c-class,2023,4508,57363,1,0,White,White,49298.378
subaru,outback,2017,51853,22158,1,0,Blue,Brown,29622.25
bmw,3 series,2017,59572,18999,3,0,White,Brown,40897.059
kia,forte,2015,67246,9990,1,1,Gray,Gray,19895.0
toyota,rav4,2021,33118,28194,1,0,Silver,Black,28789.167
hyundai,elantra,2020,60791,14088,1,0,Black,Gray,20437.5
audi,q7,2021,38785,42998,1,0,Tan,Black,57373.333
chevrolet,equinox,2020,26267,23777,1,0,White,Black,27577.391
infiniti,qx60,2018,63000,19988,2,0,Gray,Brown,45890.0
bmw,2 series,2016,97076,12987,2,1,Gray,Red,41697.059
volkswagen,tiguan,2021,6994,20894,1,0,White,Black,31650.962
chevrolet,silverado 1500,2020,67465,31998,1,1,White,Black,38876.218
bmw,4 series,2016,85987,19994,2,0,Black,Black,48984.483
volkswagen,tiguan,2020,16789,20777,1,0,Black,Gray,31650.962
honda,crosstour,2013,75935,11798,2,0,Silver,Black,33063.75
hyundai,tucson,2022,18493,22500,1,0,Black,Black,25970.833
mercedes-benz,glc,2019,19494,27998,2,0,Gray,Black,40050.0
bmw,3 series,2011,93632,7500,4,0,Gray,Gray,40897.059
mercedes-benz,gla,2015,71278,13987,2,1,Black,Beige,38564.444
ford,f-150,2020,47109,31998,1,1,Black,Black,40747.048
ford,fiesta,2015,85972,6900,1,0,Black,Black,17126.429
mercedes-benz,c-class,2020,25532,47000,2,0,White,Black,49298.378
chevrolet,camaro,2020,80497,30987,3,1,White,Black,38991.667
kia,forte,2022,29105,16999,1,1,Gray,Black,19895.0
nissan,sentra,2022,8554,21988,1,0,White,Black,19146.842
audi,a3,2023,2266,32995,1,0,Black,Black,38652.128
mercedes-benz,gle,2021,22944,47157,1,0,Blue,Black,73775.455
audi,a3,2023,2521,32995,1,0,Black,Black,38652.128
kia,soul,2020,66114,13900,1,0,Gray,Black,18046.667
audi,q7,2019,26958,29998,1,0,Gray,Beige,57373.333
mercedes-benz,c-class,2019,37366,25262,2,0,Black,Black,49298.378
kia,optima,2020,71000,16900,1,0,Gray,Black,27312.353
chevrolet,silverado 1500,2018,61608,30549,1,0,Gray,Black,38876.218
mercedes-benz,cls,2019,23351,43895,1,0,White,Black,80448.462
ford,f-150,2023,2816,80000,2,0,Gray,Black,40747.048
toyota,corolla,2010,151649,5680,3,1,Black,Gray,20221.176
subaru,forester,2020,22828,26500,1,0,Black,Gray,27336.667
hyundai,elantra,2018,40223,12999,3,0,Silver,Gray,20437.5
mercedes-benz,glc,2021,29755,29933,1,0,Gray,Beige,40050.0
nissan,sentra,2020,18122,18954,1,0,Blue,Black,19146.842
toyota,camry,2021,20182,22995,1,1,Gray,Black,26952.895
honda,odyssey,2013,97773,17998,1,0,Gray,Gray,36879.0
hyundai,sonata,2016,88567,15998,1,0,Black,Black,25707.639
volkswagen,tiguan,2022,7139,26399,1,0,White,Black,31650.962
honda,civic,2022,8100,24991,1,0,White,Black,22517.941
audi,a5,2020,39232,33998,1,1,White,Black,44300.0
nissan,sentra,2019,37152,13799,1,0,White,Black,19146.842
ford,escape,2020,63973,17495,2,0,White,Beige,27458.667
kia,optima,2020,55640,14988,2,0,Gray,Black,27312.353
maserati,levante,2021,30972,41775,1,0,White,Brown,77500.0
subaru,forester,2023,4148,27000,1,0,Green,Gray,27336.667
kia,optima,2014,78962,12495,2,1,Black,Black,27312.353
bmw,2 series,2016,90179,20419,3,0,Silver,Black,41697.059
toyota,corolla,2014,128302,10500,2,1,White,Gray,20221.176
bmw,x3,2022,7590,36999,1,0,Gray,Brown,42237.5
dodge,journey,2017,94402,9998,1,1,Blue,Black,28165.968
ford,f-150,2019,91274,29980,1,0,White,Brown,40747.048
volkswagen,tiguan,2021,37798,22454,1,1,Silver,Black,31650.962
kia,optima,2020,63028,12471,1,0,Gray,Black,27312.353
mercedes-benz,e-class,2022,12705,46713,1,0,White,Gray,61857.143
kia,optima,2014,123058,6995,3,1,Black,Gray,27312.353
porsche,718 cayman,2018,54169,48919,2,0,Black,Black,60100.0
hyundai,elantra,2018,39023,12995,1,1,Gray,Black,20437.5
honda,cr-v,2018,44533,21998,1,0,Black,Black,27968.438
nissan,altima,2020,70188,18300,2,0,Silver,Black,26956.25
toyota,corolla,2023,20235,19999,1,0,Black,Black,20221.176
acura,mdx,2020,42610,28987,1,0,Silver,Black,50332.059
mercedes-benz,gls,2019,58536,35991,2,0,Black,Brown,95550.0
ford,expedition,2020,6530,50197,1,0,Black,Black,56883.361
ford,escape,2010,148988,7495,4,1,White,Gray,27458.667
dodge,grand caravan,2015,152597,5999,3,1,White,Black,27101.25
honda,civic,2022,29703,22999,1,1,Silver,Black,22517.941
chevrolet,equinox,2020,24023,24998,1,0,White,Black,27577.391
honda,cr-v,2023,1844,33688,1,0,White,Black,27968.438
bmw,x3,2022,11987,36999,1,1,White,Black,42237.5
infiniti,qx50,2020,16111,29998,1,0,Black,Gray,36025.0
mercedes-benz,gla,2021,23533,30678,1,0,White,Black,38564.444
toyota,camry,2012,110441,10880,5,0,White,Gray,26952.895
bmw,x3,2021,31326,30411,1,0,Gray,Beige,42237.5
ford,f-150,2018,157394,17995,3,0,Gray,Gray,40747.048
ford,escape,2018,32704,13987,2,0,White,Black,27458.667
acura,rdx,2014,105118,16998,1,1,Black,Black,39232.5
audi,q3,2019,63070,17500,1,0,Black,Black,36292.857
bmw,x5,2022,14078,44997,1,0,Gray,Brown,60308.333
subaru,forester,2023,1935,32918,1,0,Brown,Black,27336.667
mercedes-benz,e-class,2013,34678,20998,2,0,Gray,Black,61857.143
volkswagen,golf gti,2014,100630,10798,1,0,White,Black,28791.6
scion,tc,2015,144366,7499,2,0,Gray,Black,21546.429
hyundai,santa fe,2020,24134,20998,1,0,Gray,Black,35030.556
subaru,outback,2022,6967,30000,1,0,Gray,Gray,29622.25
bmw,x1,2015,25104,19998,3,0,White,Black,34383.333
subaru,crosstrek,2024,1535,25992,1,0,Blue,Gray,24175.0
kia,optima,2020,103766,9950,2,0,Gray,Black,27312.353
nissan,altima,2020,40172,21991,1,0,White,Black,26956.25
mercedes-benz,clk,2007,104809,8895,4,1,Silver,Black,65133.333
hyundai,elantra,2020,23960,15779,2,0,Gray,Black,20437.5
bmw,x3,2020,30012,25991,1,1,Black,Black,42237.5
honda,odyssey,2021,20336,35448,1,1,Silver,Gray,36879.0
toyota,prius prime,2017,48119,23222,1,0,Silver,Black,29666.667
nissan,sentra,2022,7296,18999,1,0,Gray,Black,19146.842
toyota,corolla,2021,14875,21998,2,0,White,Black,20221.176
toyota,prius,2016,66828,20998,2,1,White,Gray,26908.611
audi,a6,2017,71003,15999,2,1,Blue,Brown,54673.913
nissan,sentra,2020,38340,17400,2,0,White,Black,19146.842
chevrolet,tahoe,2017,63539,25500,1,1,Black,Black,54972.222
chevrolet,silverado 1500,2020,9949,33988,1,0,Black,Black,38876.218
honda,accord,2021,40604,29998,2,0,White,Gray,27886.067
toyota,tacoma,2023,8074,42991,1,0,White,Gray,30318.438
kia,forte,2021,52646,16991,1,0,Red,Black,19895.0
ford,explorer,2021,47507,29998,1,0,Gray,Black,38451.304
volkswagen,tiguan,2021,25185,21912,1,0,White,Black,31650.962
honda,odyssey,2018,75932,25998,2,1,Gray,Gray,36879.0
chevrolet,colorado,2016,93420,18991,2,1,Black,Black,27664.722
mercedes-benz,gla,2021,27219,29997,1,0,White,Black,38564.444
mercedes-benz,c-class,2016,127746,11990,2,0,Black,Black,49298.378
chevrolet,cruze limited,2016,86047,12998,2,0,White,Black,20188.889
hyundai,elantra,2022,18554,22998,2,0,Black,Black,20437.5
mercedes-benz,c-class,2018,36871,22998,3,1,Blue,Gray,49298.378
infiniti,q70,2015,77258,18998,2,0,White,Brown,57760.87
acura,integra,2023,3477,34998,1,0,Blue,Gray,11768.583
nissan,rogue,2018,62713,18998,2,0,Blue,Black,26121.0
audi,a3,2023,2195,32995,1,0,Black,Black,38652.128
mercedes-benz,e-class,2022,11988,43563,1,0,Red,Beige,61857.143
nissan,sentra,2023,10269,19859,1,0,Silver,Black,19146.842
volkswagen,jetta,2021,37147,18782,1,0,Gray,Black,23953.525
chevrolet,malibu,2020,26610,20998,1,0,White,Gray,25704.737
subaru,forester,2020,50162,23998,1,0,Silver,Black,27336.667
toyota,prius,2015,125159,13995,3,0,Gray,Gray,26908.611
nissan,altima,2015,46189,15998,1,1,Black,Beige,26956.25
toyota,prius,2022,45722,22690,1,0,Black,Black,26908.611
ford,escape,2017,82219,11245,1,0,White,Black,27458.667
audi,a3,2015,70811,14895,2,1,Black,Black,38652.128
nissan,sentra,2020,95604,13988,1,0,Gray,Black,19146.842
ford,taurus,2010,167599,5998,2,0,White,Gray,33592.5
nissan,quest,2015,90699,9995,2,1,White,Gray,33443.333
mercedes-benz,gla,2021,31230,26933,1,0,Black,Black,38564.444
honda,accord,2021,18949,26489,1,0,White,Black,27886.067
toyota,highlander,2012,93113,16998,1,0,Silver,Gray,37219.773
hyundai,tucson,2022,32353,22998,1,1,Black,Black,25970.833
subaru,outback,2023,6283,35900,1,0,White,Beige,29622.25
volvo,s90,2022,2304,42191,1,0,Black,Black,41773.8
bmw,x5,2022,33541,43379,1,0,Gray,Beige,60308.333
chevrolet,trailblazer,2023,7911,20989,1,0,Black,Black,31843.0
bmw,5 series,2023,6321,51187,1,0,White,Black,58306.25
toyota,rav4,2021,36489,28994,1,1,Blue,Black,28789.167
dodge,challenger,2015,85799,19200,3,1,Black,Black,39230.455
bmw,5 series,2023,5533,52292,1,0,White,Brown,58306.25
audi,q5,2022,8997,33956,1,0,Silver,Black,48255.0
ford,ranger,2019,69689,23400,2,0,Blue,Black,21340.135
chevrolet,monte carlo,2006,83089,9500,5,0,Silver,Gray,23868.636
mercedes-benz,e-class,2011,74911,15850,3,0,Gray,Black,61857.143
mercedes-benz,gle,2020,55376,36998,1,0,White,Black,73775.455
ford,mustang,2018,9452,58495,3,0,White,Black,32520.625
toyota,corolla,2020,32544,19498,1,0,Blue,Black,20221.176
toyota,tacoma,2019,119342,20999,1,0,White,Gray,30318.438
toyota,rav4,2022,8972,32000,1,0,Gray,Black,28789.167
acura,mdx,2020,21556,31795,1,0,White,White,50332.059
volkswagen,golf,2015,80002,12995,3,1,White,Gray,22647.222
audi,a3,2023,1760,32995,1,0,Blue,Black,38652.128
toyota,avalon,2022,35234,23899,1,0,Silver,Black,36230.333
mercedes-benz,gls,2020,35534,54896,1,0,Black,Brown,95550.0
chevrolet,malibu,2022,33071,19998,2,0,Gray,Gray,25704.737
ford,f-150,2017,58726,25995,1,0,Blue,Gray,40747.048
ford,edge,2012,129209,8995,4,0,Silver,Black,34236.818
subaru,forester,2014,123549,11778,3,0,Red,Gray,27336.667
toyota,corolla,2021,29450,22731,1,0,White,Black,20221.176
bmw,3 series,2021,3274,45999,1,0,Black,Black,40897.059
honda,accord,2019,57549,25998,1,0,Silver,Gray,27886.067
volvo,s60,2020,22091,26998,1,0,Black,Black,40721.429
kia,forte,2020,45583,17988,1,0,Black,Black,19895.0
volvo,s80,2004,74181,6495,2,0,Silver,Beige,43365.625
toyota,tacoma,2021,8006,38998,1,0,Gray,Gray,30318.438
mercedes-benz,glc,2019,39358,26986,2,0,Black,Black,40050.0
volkswagen,tiguan,2020,54654,22998,1,0,Blue,Black,31650.962
honda,civic,2022,32553,23495,1,0,Red,Black,22517.941
honda,civic,2012,46486,13550,3,0,Silver,Gray,22517.941
ford,escape,2019,108465,11995,2,0,White,Gray,27458.667
chevrolet,camaro,2022,36151,24400,1,0,Black,Black,38991.667
bmw,5 series,2023,4341,51825,1,0,White,Black,58306.25
toyota,camry,2022,43959,24400,1,0,White,Gray,26952.895
honda,cr-v,2014,70956,13499,1,1,Gray,Gray,27968.438
honda,passport,2022,2010,37856,1,0,Black,Black,22185.7
nissan,rogue,2016,117896,13599,1,0,White,Black,26121.0
hyundai,sonata,2013,82904,10995,2,0,Silver,Gray,25707.639
toyota,corolla,2023,25273,19699,1,0,Silver,Gray,20221.176
dodge,charger,2021,53353,19999,1,1,Gray,Black,38835.714
hyundai,sonata,2015,116291,9998,1,0,Blue,Gray,25707.639
toyota,prius c,2018,77042,12999,1,1,Black,Black,21377.692
ford,f-150,2020,47519,30930,1,0,White,Gray,40747.048
mercedes-benz,glc,2019,13520,28495,1,0,Silver,Black,40050.0
porsche,macan,2023,6882,53983,1,0,White,Black,61725.0
toyota,camry,2009,155980,5500,3,0,Gold,Beige,26952.895
ford,f-150,2021,43209,35998,2,0,White,Gray,40747.048
subaru,crosstrek,2021,51073,24998,1,0,Yellow,Black,24175.0
subaru,outback,2024,6157,33359,1,0,Silver,Gray,29622.25
ford,f-150,2018,42044,30998,2,0,Gray,Gray,40747.048
bmw,5 series,2023,6056,49317,1,0,White,Black,58306.25
nissan,versa,2021,65570,15674,1,0,Silver,Gray,14660.625
ford,f-150,2020,50197,33998,1,0,Gray,Black,40747.048
chevrolet,malibu,2022,52126,20998,1,1,Black,Black,25704.737
toyota,tacoma,2022,33228,35666,1,0,White,Gray,30318.438
kia,forte,2021,21598,17998,1,0,Gray,Black,19895.0
volkswagen,tiguan,2020,24391,29998,1,1,White,Black,31650.962
honda,civic,2012,127177,8995,2,0,Gray,Gray,22517.941
audi,a5,2021,23731,36995,1,0,Gray,Black,44300.0
toyota,corolla,2021,60518,16000,1,0,White,Gray,20221.176
honda,civic,2015,53941,14708,2,1,Gray,Black,22517.941
nissan,rogue,2021,92871,19998,1,0,Gray,Black,26121.0
buick,cascada,2016,54227,15998,2,0,White,Black,35065.0
mercedes-benz,c-class,2023,7193,44385,1,0,White,Black,49298.378
toyota,corolla,2022,34565,19293,1,1,Silver,Black,20221.176
chrysler,200,2015,57578,14998,1,0,White,Black,26582.174
mercedes-benz,c-class,2020,25772,27933,1,0,White,Black,49298.378
bmw,x3,2021,19229,29991,1,1,White,Black,42237.5
bmw,3 series,2015,76143,10495,5,1,Black,Beige,40897.059
mercedes-benz,gls,2017,71041,33986,2,0,Silver,Gray,95550.0
chevrolet,equinox,2020,23791,18995,1,0,Silver,Gray,27577.391
honda,civic,2019,68276,16399,3,1,Gray,Black,22517.941
toyota,camry,2021,52534,20073,1,0,Black,Black,26952.895
nissan,maxima,2014,122642,8995,2,1,Blue,Black,35799.167
toyota,corolla,2022,16801,19495,1,0,White,Black,20221.176
chevrolet,silverado 1500,2014,98094,19876,5,1,Silver,Black,38876.218
toyota,corolla,2020,31532,20064,2,0,Black,Black,20221.176
hyundai,elantra,2021,13081,18998,1,0,Red,Black,20437.5
chevrolet,impala limited,2016,58353,9500,2,0,Gray,Black,27735.0
dodge,grand caravan,2019,58361,17600,1,0,Red,Black,27101.25
toyota,corolla,2021,69058,17300,1,0,Blue,Gray,20221.176
bmw,4 series,2022,6647,49999,1,0,Blue,Black,48984.483
toyota,corolla,2021,39688,19078,1,0,Blue,Gray,20221.176
chrysler,pacifica,2022,33066,29998,1,0,Black,Black,31424.412
ford,ranger,2020,33074,31998,1,0,White,Black,21340.135
honda,accord,2014,106165,9999,2,0,Silver,Black,27886.067
honda,civic,2019,36380,19998,2,0,Blue,Gray,22517.941
mercedes-benz,gle,2020,54285,35998,2,0,White,Black,73775.455
toyota,corolla,2020,36549,19591,1,0,White,Black,20221.176
toyota,rav4,2022,41077,25593,1,0,Gray,Black,28789.167
toyota,corolla,2021,63499,16000,1,0,White,Gray,20221.176
mazda,cx-5,2022,12172,25649,1,0,Red,Black,25403.966
ford,f-150,2019,48190,43998,1,0,White,Brown,40747.048
nissan,altima,2020,23493,19998,1,0,White,Black,26956.25
dodge,grand caravan,2016,146703,6988,2,0,Gray,Black,27101.25
gmc,yukon,2016,95999,25987,3,0,White,Brown,58270.556
chevrolet,corvette,2015,5369,69695,2,0,Silver,Red,71505.333
kia,sportage,2021,46285,20000,1,1,White,Black,26725.556
mercedes-benz,e-class,2019,10629,40000,1,0,Silver,Black,61857.143
chevrolet,traverse,2013,125196,10995,5,1,White,Black,36282.692
mercedes-benz,c-class,2019,32777,29500,2,1,Black,Black,49298.378
honda,civic,2019,33111,19999,1,0,Black,Black,22517.941
mercedes-benz,gle,2021,42003,39991,1,0,White,Beige,73775.455
rolls-royce,dawn,2018,14272,252900,2,0,White,Beige,335000.0
acura,rdx,2021,25613,27995,3,0,Blue,Black,39232.5
mercedes-benz,glc,2023,5614,48515,1,0,White,Black,40050.0
toyota,rav4,2021,60665,22987,1,0,Black,Black,28789.167
chevrolet,silverado 1500,2019,98416,32995,2,1,White,Black,38876.218
mitsubishi,outlander,2019,72455,17998,2,0,Black,Black,25939.444
honda,pilot,2018,102410,20998,2,0,White,Black,36904.167
ford,f-150,2019,70897,29998,1,0,Blue,Black,40747.048
acura,rdx,2023,3057,38777,1,0,Blue,Black,39232.5
kia,forte,2021,39379,17998,1,0,White,Black,19895.0
audi,a6,2023,3119,49997,1,0,Gray,Black,54673.913
ford,f-150,2021,59756,36998,2,0,White,Gray,40747.048
bmw,x6,2021,21663,55498,1,0,Black,Red,66044.444
mercedes-benz,glc,2021,17605,33997,1,0,Black,Black,40050.0
mercedes-benz,c-class,2016,77738,21987,4,0,Black,Black,49298.378
infiniti,qx50,2020,28312,26498,1,0,Black,Gray,36025.0
toyota,prius,2014,110915,13695,3,0,Gray,Gray,26908.611
hyundai,sonata,2019,39599,18998,2,0,White,Gray,25707.639
chrysler,town & country,2014,146896,5495,5,0,Gray,Black,35130.882
toyota,camry,2020,49179,21995,1,0,Black,Black,26952.895
ford,f-150,2021,53667,35998,1,0,White,Gray,40747.048
mazda,cx-5,2021,22943,23896,1,0,Blue,Black,25403.966
toyota,avalon,2021,40595,30998,1,0,Silver,Black,36230.333
bmw,5 series,2003,186816,6997,8,0,Black,Black,58306.25
cadillac,escalade,2011,137244,15500,2,0,White,Beige,81037.333
nissan,sentra,2021,44122,18891,1,0,White,Black,19146.842
bmw,3 series,2016,70102,14999,1,0,Black,Black,40897.059
mitsubishi,outlander,2019,56038,19896,1,0,Red,Black,25939.444
mercedes-benz,gla,2023,5375,40740,1,0,Blue,Beige,38564.444
mercedes-benz,m-class,2010,135592,7999,2,0,Black,Black,61332.0
subaru,outback,2021,2306,32493,1,0,Green,Gray,29622.25
honda,cr-v,2018,49702,24998,1,1,Silver,Gray,27968.438
volkswagen,tiguan,2016,39566,17998,1,0,Gray,Black,31650.962
mercedes-benz,gla,2015,92678,16998,2,0,White,Black,38564.444
audi,q7,2020,61605,28918,1,0,Black,Black,57373.333
honda,civic,2022,24646,23995,1,0,Gray,Black,22517.941
ford,mustang,2016,68407,18998,2,1,Gray,Black,32520.625
mercedes-benz,gle,2021,24998,45998,1,0,Gray,Black,73775.455
nissan,sentra,2021,35750,16999,1,1,Gray,Black,19146.842
toyota,prius,2012,198438,8395,1,0,Gray,Gray,26908.611
toyota,corolla,2016,116627,14998,2,0,Blue,Gray,20221.176
bmw,x6,2021,42098,63998,1,0,Black,Black,66044.444
maserati,granturismo,2011,22571,32999,3,0,Black,Beige,145993.0
audi,s7,2014,72485,24987,2,0,Red,Black,82050.0
chevrolet,camaro,2020,62514,21987,2,1,Blue,Black,38991.667
kia,soul,2014,86698,12599,1,0,Brown,Black,18046.667
toyota,rav4,2018,68049,22998,2,0,Black,Black,28789.167
volvo,s60,2017,101389,14998,2,1,White,Beige,40721.429
toyota,highlander,2021,43510,37998,3,0,Black,Black,37219.773
toyota,rav4,2018,70041,22998,3,0,Gray,Black,28789.167
audi,a6,2014,67217,19998,1,1,Gray,Black,54673.913
honda,fit,2016,39162,17998,3,0,White,Black,18338.333
volkswagen,jetta,2019,44512,16998,1,1,Black,Black,23953.525
hyundai,sonata,2013,123453,11998,1,1,Blue,Gray,25707.639
